Dataset,DatasetSize,Epoch,Epsilon,BatchSize,SampleRate,Steps,Sigma,Sigma_over_q,CumulativeNoise,TotalNoiseVariance,CumulativeEffectiveNoise
sun397,8534,40,1,1024,0.11999062573236466,333.359375,8.984375,74.87564086914062,164.03790244131815,26908.433437347412,1367.0893158537199
sun397,8534,40,1,2048,0.23998125146472932,166.6796875,12.65625,52.738494873046875,163.39786727335206,26698.86302947998,680.87763638222
sun397,8534,40,1,4096,0.47996250292945863,83.33984375,17.8125,37.112274169921875,162.61148589835017,26442.495346069336,338.8003956680958
sun397,8534,40,1,8192,0.9599250058589173,41.669921875,25.0,26.043701171875,161.3806096526934,26043.701171875,168.11793490919013
sun397,8534,40,1,8534,1.0,40.0,25.625,25.625,162.06673008362944,26265.625,162.06673008362944
sun397,8534,40,2,1,0.00011717834544176236,341360.0,0.61279296875,5229.5751953125,358.03055228496396,128185.87636947632,3055432.7331998823
sun397,8534,40,2,2,0.00023435669088352472,170680.0,0.653076171875,2786.676025390625,269.8082067630968,72796.46843671799,1151271.618258134
sun397,8534,40,2,4,0.00046871338176704945,85340.0,0.70556640625,1505.325927734375,206.1171904588737,42484.29620265961,439751.02584400703
sun397,8534,40,2,8,0.0009374267635340989,42670.0,0.777587890625,829.4918823242188,160.62413804494642,25800.113722682,171345.7992594466
sun397,8534,40,2,16,0.0018748535270681978,21335.0,0.888671875,473.995361328125,129.80390541008654,16849.053859710693,69234.15804810492
sun397,8534,40,2,32,0.0037497070541363956,10667.5,1.08154296875,288.4339904785156,111.70564074397372,12478.15017402172,29790.49806590849
sun397,8534,40,2,64,0.007499414108272791,5333.75,1.38671875,184.9102783203125,101.27557455072686,10256.742000579834,13504.464893998485
sun397,8534,40,2,128,0.014998828216545582,2666.875,1.8408203125,122.73094177246094,95.0632653735397,9037.024423480034,6338.046146076467
sun397,8534,40,2,256,0.029997656433091165,1333.4375,2.509765625,83.66539001464844,91.64726288569297,8399.220794439316,3055.1474276035306
sun397,8534,40,2,512,0.05999531286618233,666.71875,3.4765625,57.947235107421875,89.7679641193107,8058.2873821258545,1496.2496206917922
sun397,8534,40,2,1024,0.11999062573236466,333.359375,4.86328125,40.53050994873047,88.794429799757,7884.450763463974,740.0113905382092
sun397,8534,40,2,2048,0.23998125146472932,166.6796875,6.796875,28.322525024414062,87.75070649865204,7700.186491012573,365.6565084274885
sun397,8534,40,2,4096,0.47996250292945863,83.33984375,9.53125,19.858322143554688,87.01140912104702,7570.985317230225,181.2879310153846
sun397,8534,40,2,8192,0.9599250058589173,41.669921875,13.28125,13.835716247558594,85.73344887799337,7350.224256515503,89.31265292050725
sun397,8534,40,2,8534,1.0,40.0,13.59375,13.59375,85.97442388582782,7391.6015625,85.97442388582782
sun397,8534,40,4,1,0.00011717834544176236,341360.0,0.504150390625,4302.41943359375,294.5550161228887,86762.65752315521,2513732.507592732
sun397,8534,40,4,2,0.00023435669088352472,170680.0,0.53558349609375,2285.3347778320312,221.2679452659976,48959.50360223651,944150.3224500119
sun397,8534,40,4,4,0.00046871338176704945,85340.0,0.57403564453125,1224.7050476074219,167.6930948326736,28120.974054560065,357773.21782550914
sun397,8534,40,4,8,0.0009374267635340989,42670.0,0.623779296875,665.4165649414062,128.8523305195724,16602.923080325127,137453.22358175387
sun397,8534,40,4,16,0.0018748535270681978,21335.0,0.6903076171875,368.1928253173828,100.82981938104936,10166.652476415038,53780.104912367206
sun397,8534,40,4,32,0.0037497070541363956,10667.5,0.784912109375,209.3262481689453,81.0685406302202,6572.108279913664,21619.96642932185
sun397,8534,40,4,64,0.007499414108272791,5333.75,0.928955078125,123.87035369873047,67.84393682491473,4602.799763903022,9046.564950997225
sun397,8534,40,4,128,0.014998828216545582,2666.875,1.151123046875,76.74753189086914,59.44606050878511,3533.8341100141406,3963.380315484157
sun397,8534,40,4,256,0.029997656433091165,1333.4375,1.48681640625,49.56441879272461,54.29297966671889,2947.7276410907507,1809.9073768585117
sun397,8534,40,4,512,0.05999531286618233,666.71875,1.9873046875,33.124332427978516,51.31399072550486,2633.1256441771984,855.2999938505048
sun397,8534,40,4,1024,0.11999062573236466,333.359375,2.71484375,22.625465393066406,49.56797486813744,2456.984132528305,413.0987280514501
sun397,8534,40,4,2048,0.23998125146472932,166.6796875,3.75,15.626220703125,48.414182895808025,2343.93310546875,201.74152189102816
sun397,8534,40,4,4096,0.47996250292945863,83.33984375,5.205078125,10.844759941101074,47.517501087620964,2257.9129096120596,99.00252790081966
sun397,8534,40,4,8192,0.9599250058589173,41.669921875,7.12890625,7.4265241622924805,46.018689471275856,2117.719780653715,47.93987987644875
sun397,8534,40,4,8534,1.0,40.0,7.32421875,7.32421875,46.322426662622746,2145.7672119140625,46.322426662622746
sun397,8534,40,8,1,0.00011717834544176236,341360.0,0.430755615234375,3676.0684204101562,251.67336879991367,63339.48456309736,2147780.529338463
sun397,8534,40,8,2,0.00023435669088352472,170680.0,0.455780029296875,1944.8133850097656,188.2983910283575,35456.284063868225,803469.2345180016
sun397,8534,40,8,4,0.00046871338176704945,85340.0,0.485382080078125,1035.5626678466797,141.79471947441115,20105.742470826954,302519.0339986562
sun397,8534,40,8,8,0.0009374267635340989,42670.0,0.52154541015625,556.3585662841797,107.73416480330197,11606.650265865028,114925.42030392236
sun397,8534,40,8,16,0.0018748535270681978,21335.0,0.567169189453125,302.51386642456055,82.84359828456245,6863.061776733957,44186.7042350285
sun397,8534,40,8,32,0.0037497070541363956,10667.5,0.626373291015625,167.0459270477295,64.69408228752992,4185.324283025693,17253.103070055637
sun397,8534,40,8,64,0.007499414108272791,5333.75,0.706787109375,94.24564361572266,51.61844864865392,2664.4642408937216,6882.997511993945
sun397,8534,40,8,128,0.014998828216545582,2666.875,0.8209228515625,54.732465744018555,42.39392968415481,1797.2452740650624,2826.482780660759
sun397,8534,40,8,256,0.029997656433091165,1333.4375,0.9893798828125,32.981905937194824,36.12845650236097,1305.2653692429885,1204.3759679341738
sun397,8534,40,8,512,0.05999531286618233,666.71875,1.241455078125,20.69253444671631,32.05548437827914,1027.554078726098,534.2998118832699
sun397,8534,40,8,1024,0.11999062573236466,333.359375,1.617431640625,13.479650020599365,29.531279991134042,872.0964979147539,246.11322601986126
sun397,8534,40,8,2048,0.23998125146472932,166.6796875,2.1630859375,9.013562202453613,27.92641018599343,779.8843858763576,116.36913306995504
sun397,8534,40,8,4096,0.47996250292945863,83.33984375,2.93212890625,6.109079122543335,26.767597939133573,716.5042994311079,55.77018574525535
sun397,8534,40,8,8192,0.9599250058589173,41.669921875,3.935546875,4.09984827041626,25.404838160170094,645.4058019444346,26.465440534532664
sun397,8534,40,8,8534,1.0,40.0,4.033203125,4.033203125,25.508216282217592,650.6690979003906,25.508216282217592
imagenet397,8471,40,1,1,0.00011804981702278361,338840.0,0.78369140625,6638.64990234375,456.18649158295773,208106.11510276794,3864355.770199235
imagenet397,8471,40,1,2,0.00023609963404556722,169420.0,0.83984375,3557.158203125,345.6852374432996,119498.28338623047,1464149.8231910956
imagenet397,8471,40,1,4,0.00047219926809113444,84710.0,0.9228515625,1954.368896484375,268.59578476379755,72143.69559288025,568818.7231835322
imagenet397,8471,40,1,8,0.0009443985361822689,42355.0,1.064453125,1127.122802734375,219.06797024023058,47990.77558517456,231965.59698812416
imagenet397,8471,40,1,16,0.0018887970723645378,21177.5,1.318359375,697.9888916015625,191.8541319741411,36808.00795555115,101574.77199705933
imagenet397,8471,40,1,32,0.0037775941447290755,10588.75,1.73828125,460.1556396484375,178.87201239798645,31995.19681930542,47350.77553197948
imagenet397,8471,40,1,64,0.007555188289458151,5294.375,2.36328125,312.80242919921875,171.9581479175635,29569.604635238647,22760.27298452626
imagenet397,8471,40,1,128,0.015110376578916302,2647.1875,3.28125,217.152099609375,168.8230229374254,28501.21307373047,11172.654900804146
imagenet397,8471,40,1,256,0.030220753157832604,1323.59375,4.5703125,151.23092651367188,166.27358104425562,27646.90375328064,5501.966816507381
imagenet397,8471,40,1,512,0.06044150631566521,661.796875,6.40625,105.99090576171875,164.803427153201,27160.16960144043,2726.659826981964
imagenet397,8471,40,1,1024,0.12088301263133042,330.8984375,9.0625,74.96917724609375,164.85243932592866,27176.326751708984,1363.7353647753337
imagenet397,8471,40,1,2048,0.24176602526266083,165.44921875,12.8125,52.995452880859375,164.803427153201,27160.16960144043,681.664956745491
imagenet397,8471,40,1,4096,0.48353205052532167,82.724609375,17.96875,37.16144561767578,163.4312976076017,26709.789037704468,337.9947563559556
imagenet397,8471,40,1,8192,0.9670641010506433,41.3623046875,25.15625,26.013011932373047,161.7887303150327,26175.59325695038,167.29886895735376
imagenet397,8471,40,1,8471,1.0,40.0,25.625,25.625,162.06673008362944,26265.625,162.06673008362944
imagenet397,8471,40,2,1,0.00011804981702278361,338840.0,0.6134033203125,5196.1395263671875,357.0618567296515,127493.16953122616,3024670.988356878
imagenet397,8471,40,2,2,0.00023609963404556722,169420.0,0.653076171875,2766.1041259765625,268.81046807000774,72259.06774401665,1138546.737510518
imagenet397,8471,40,2,4,0.00047219926809113444,84710.0,0.70556640625,1494.2132568359375,205.35497829824735,42170.66711187363,434890.50529111334
imagenet397,8471,40,2,8,0.0009443985361822689,42355.0,0.77880859375,824.6609497070312,160.28138189594853,25690.1213824749,169717.9482550725
imagenet397,8471,40,2,16,0.0018887970723645378,21177.5,0.89111328125,471.7887878417969,129.67918179733613,16816.69019162655,68657.02181282715
imagenet397,8471,40,2,32,0.0037775941447290755,10588.75,1.083984375,286.95098876953125,111.54378301222751,12442.015528678894,29527.7308092681
imagenet397,8471,40,2,64,0.007555188289458151,5294.375,1.3916015625,184.19151306152344,101.2563474307967,10252.847895026207,13402.226860723107
imagenet397,8471,40,2,128,0.015110376578916302,2647.1875,1.845703125,122.14805603027344,94.9629504023018,9017.961949110031,6284.618381702333
imagenet397,8471,40,2,256,0.030220753157832604,1323.59375,2.51953125,83.37089538574219,91.66364083208964,8402.22305059433,3033.1355526899665
imagenet397,8471,40,2,512,0.06044150631566521,661.796875,3.49609375,57.84259796142578,89.93845567202128,8088.925808668137,1488.0247226517426
imagenet397,8471,40,2,1024,0.12088301263133042,330.8984375,4.8828125,40.39287567138672,88.8213573954357,7889.2335295677185,734.7712094694685
imagenet397,8471,40,2,2048,0.24176602526266083,165.44921875,6.8359375,28.275012969970703,87.92865777990907,7731.448858976364,363.69319338555164
imagenet397,8471,40,2,4096,0.48353205052532167,82.724609375,9.5703125,19.792509078979492,87.04493024752698,7576.819881796837,180.01894632001978
imagenet397,8471,40,2,8192,0.9670641010506433,41.3623046875,13.359375,13.814363479614258,85.91885988779686,7382.050484418869,88.84505152704189
imagenet397,8471,40,2,8471,1.0,40.0,13.59375,13.59375,85.97442388582782,7391.6015625,85.97442388582782
imagenet397,8471,40,4,1,0.00011804981702278361,338840.0,0.50445556640625,4273.243103027344,293.64340754931044,86226.4507971704,2487453.3053502087
imagenet397,8471,40,4,2,0.00023609963404556722,169420.0,0.535888671875,2269.7564697265625,220.57531865931475,48653.47120165825,934246.7621815277
imagenet397,8471,40,4,4,0.00047219926809113444,84710.0,0.57464599609375,1216.956558227539,167.25061597560543,27972.768544219434,354194.9919823384
imagenet397,8471,40,4,8,0.0009443985361822689,42355.0,0.6243896484375,661.1505889892578,128.50145272692424,16512.62335292995,136066.97575622192
imagenet397,8471,40,4,16,0.0018887970723645378,21177.5,0.69091796875,365.7978820800781,100.54577657163321,10109.453186392784,53232.70458364406
imagenet397,8471,40,4,32,0.0037775941447290755,10588.75,0.7861328125,208.10409545898438,80.89436515751635,6543.898314237595,21414.25522654128
imagenet397,8471,40,4,64,0.007555188289458151,5294.375,0.931396484375,123.27905654907227,67.77069569271744,4592.867194674909,8970.086925203273
imagenet397,8471,40,4,128,0.015110376578916302,2647.1875,1.15478515625,76.42332077026367,59.414650185567126,3530.100656673312,3932.0429822026495
imagenet397,8471,40,4,256,0.030220753157832604,1323.59375,1.49169921875,49.36009407043457,54.26984936861121,2945.2165504917502,1795.7808359433811
imagenet397,8471,40,4,512,0.06044150631566521,661.796875,1.9921875,32.96058654785156,51.24984624886129,2626.5467405319214,847.9247022931719
imagenet397,8471,40,4,1024,0.12088301263133042,330.8984375,2.7197265625,22.498831748962402,49.473496069257685,2447.626813314855,409.267563674494
imagenet397,8471,40,4,2048,0.24176602526266083,165.44921875,3.759765625,15.551257133483887,48.360761778949986,2338.76327984035,200.0312563620534
imagenet397,8471,40,4,4096,0.48353205052532167,82.724609375,5.205078125,10.76470136642456,47.341783491767224,2241.2444641813636,97.90826366180669
imagenet397,8471,40,4,8192,0.9670641010506433,41.3623046875,7.1875,7.432289123535156,46.225351518580766,2136.7831230163574,47.79967684495821
imagenet397,8471,40,4,8471,1.0,40.0,7.32421875,7.32421875,46.322426662622746,2145.7672119140625,46.322426662622746
imagenet397,8471,40,8,1,0.00011804981702278361,338840.0,0.430908203125,3650.223388671875,250.8315132847104,62916.448056697845,2124793.749034782
imagenet397,8471,40,8,2,0.00023609963404556722,169420.0,0.456085205078125,1931.7488861083984,187.72768436010585,35241.68347520754,795120.6071072284
imagenet397,8471,40,8,4,0.00047219926809113444,84710.0,0.485687255859375,1028.5641860961914,141.3591902948359,19982.42068081163,299363.4252468888
imagenet397,8471,40,8,8,0.0009443985361822689,42355.0,0.522003173828125,552.7361106872559,107.42997795181033,11541.200162726454,113754.91790372317
imagenet397,8471,40,8,16,0.0018887970723645378,21177.5,0.567626953125,300.5229949951172,82.6038623777552,6823.39807972312,43733.58238762277
imagenet397,8471,40,8,32,0.0037775941447290755,10588.75,0.62713623046875,166.0147190093994,64.5333541920404,4164.553803275339,17083.188855024197
imagenet397,8471,40,8,64,0.007555188289458151,5294.375,0.70770263671875,93.6710786819458,51.49418195000385,2651.6507747001015,6815.737739038791
imagenet397,8471,40,8,128,0.015110376578916302,2647.1875,0.82275390625,54.4495964050293,42.33136810261337,1791.9447254389524,2801.4767124784207
imagenet397,8471,40,8,256,0.030220753157832604,1323.59375,0.9918212890625,32.81921148300171,36.083676441895754,1302.0317055634223,1194.0032153878865
imagenet397,8471,40,8,512,0.06044150631566521,661.796875,1.2451171875,20.600366592407227,32.031153905538304,1025.9948205202818,529.9529389332324
imagenet397,8471,40,8,1024,0.12088301263133042,330.8984375,1.62109375,13.41043472290039,29.488690655284653,869.5828765630722,243.9440415438636
imagenet397,8471,40,8,2048,0.24176602526266083,165.44921875,2.17041015625,8.977316617965698,27.91734884512113,779.3783665401861,115.47258889991264
imagenet397,8471,40,8,4096,0.48353205052532167,82.724609375,2.9345703125,6.0690295696258545,26.690817897328426,712.3997600283474,55.19968711139382
imagenet397,8471,40,8,8192,0.9670641010506433,41.3623046875,3.9599609375,4.094827771186829,25.467907664109376,648.6143207876012,26.335283913900213
imagenet397,8471,40,8,8471,1.0,40.0,4.033203125,4.033203125,25.508216282217592,650.6690979003906,25.508216282217592
imagenet397-balanced,15086,40,1,1,6.628662335940607e-05,603440.0,0.7470703125,11270.302734375,580.3346822563386,336788.34342956543,8754929.016519126
imagenet397-balanced,15086,40,1,2,0.00013257324671881213,301720.0,0.791015625,5966.630859375,434.4973297212678,188787.9295349121,3277413.3580875234
imagenet397-balanced,15086,40,1,4,0.00026514649343762427,150860.0,0.859375,3241.1328125,333.78726822586793,111413.9404296875,1258878.682113861
imagenet397-balanced,15086,40,1,8,0.0005302929868752485,75430.0,0.947265625,1786.3061523437502,260.16198137631466,67684.2565536499,490600.4563803854
imagenet397-balanced,15086,40,1,16,0.001060585973750497,37715.0,1.0888671875,1026.6656494140625,211.4618204953652,44716.10152721405,199382.06399956747
imagenet397-balanced,15086,40,1,32,0.002121171947500994,18857.5,1.376953125,649.1473388671875,189.0868008972184,35753.81827354431,89142.60869798242
imagenet397-balanced,15086,40,1,64,0.004242343895001988,9428.75,1.8359375,432.76489257812506,178.27274552972492,31781.171798706055,42022.22873533485
imagenet397-balanced,15086,40,1,128,0.008484687790003977,4714.375,2.5,294.6484375,171.6532660627231,29464.84375,20230.946654861258
imagenet397-balanced,15086,40,1,256,0.016969375580007953,2357.1875,3.45703125,203.7217712402344,167.84189339766655,28170.90117931366,9890.870327332805
imagenet397-balanced,15086,40,1,512,0.033938751160015906,1178.59375,4.84375,142.7203369140625,166.289101498263,27652.06527709961,4899.68239297421
imagenet397-balanced,15086,40,1,1024,0.06787750232003181,589.296875,6.796875,100.13442993164062,164.99711554346882,27224.048137664795,2430.8071143445027
imagenet397-balanced,15086,40,1,2048,0.13575500464006363,294.6484375,9.609375,70.78468322753906,164.94806035714797,27207.862615585327,1215.0422063222336
imagenet397-balanced,15086,40,1,4096,0.27151000928012725,147.32421875,13.515625,49.77947235107422,164.04885625873624,26912.0272397995,604.2092396287342
imagenet397-balanced,15086,40,1,8192,0.5430200185602545,73.662109375,18.90625,34.816856384277344,162.2659780749179,26330.24764060974,298.8213556198989
imagenet397-balanced,15086,40,1,15086,1.0,40.0,25.625,25.625,162.06673008362944,26265.625,162.06673008362944
imagenet397-balanced,15086,40,2,1,6.628662335940607e-05,603440.0,0.5859375,8839.453125,455.1644566716381,207174.6826171875,6866610.993348333
imagenet397-balanced,15086,40,2,2,0.00013257324671881213,301720.0,0.618896484375,4668.336181640625,339.9539292726586,115568.67402791977,2564272.4885036643
imagenet397-balanced,15086,40,2,4,0.00026514649343762427,150860.0,0.6610107421875,2493.0020141601562,256.74120134134586,65916.04446619749,968299.440858886
imagenet397-balanced,15086,40,2,8,0.0005302929868752485,75430.0,0.716552734375,1351.2393188476562,196.79778745862978,38729.36914861202,371111.4277001111
imagenet397-balanced,15086,40,2,16,0.001060585973750497,37715.0,0.794677734375,749.2817687988281,154.3291985902273,23817.501537501812,145513.14312076056
imagenet397-balanced,15086,40,2,32,0.002121171947500994,18857.5,0.91552734375,431.6139221191407,125.72260697953351,15806.173905730247,59270.35152791383
imagenet397-balanced,15086,40,2,64,0.004242343895001988,9428.75,1.1279296875,265.8741760253906,109.52394738661292,11995.495051145554,25816.847973038166
imagenet397-balanced,15086,40,2,128,0.008484687790003977,4714.375,1.455078125,171.49459838867188,99.9075650130693,9981.521546840668,11775.043170212215
imagenet397-balanced,15086,40,2,256,0.016969375580007953,2357.1875,1.943359375,114.52156066894533,94.35179883089165,8902.261942625046,5560.12202016731
imagenet397-balanced,15086,40,2,512,0.033938751160015906,1178.59375,2.65625,78.2659912109375,91.19079759582164,8315.76156616211,2686.9226025987605
imagenet397-balanced,15086,40,2,1024,0.06787750232003181,589.296875,3.69140625,54.383354187011726,89.61050240722875,8030.042141675949,1320.179725893997
imagenet397-balanced,15086,40,2,2048,0.13575500464006363,294.6484375,5.15625,37.982025146484375,88.5087153135916,7833.792686462402,651.9738668070522
imagenet397-balanced,15086,40,2,4096,0.27151000928012725,147.32421875,7.2265625,26.616191864013675,87.71398383776359,7693.742960691452,323.0598535587162
imagenet397-balanced,15086,40,2,8192,0.5430200185602545,73.662109375,10.1171875,18.63133430480957,86.83241388719782,7539.868101477623,159.90646922635088
imagenet397-balanced,15086,40,2,15086,1.0,40.0,13.59375,13.59375,85.97442388582782,7391.6015625,85.97442388582782
imagenet397-balanced,15086,40,4,1,6.628662335940607e-05,603440.0,0.48248291015625,7278.737182617188,374.799482290552,140474.6519252658,5654224.989835268
imagenet397-balanced,15086,40,4,2,0.00013257324671881213,301720.0,0.50933837890625,3841.939392089844,279.7747080651219,78273.88727292418,2110340.6229352145
