Dataset,DatasetSize,Epoch,Epsilon,BatchSize,SampleRate,Steps,Sigma,Sigma_over_q,CumulativeNoise,TotalNoiseVariance,CumulativeEffectiveNoise
cifar100,5000,20,2,16,0.0032,6250.0,0.88623046875,276.947021484375,70.0626703272169,4908.7777733802795,21894.58447725528
cifar100,5000,20,2,32,0.0064,3125.0,1.05224609375,164.4134521484375,58.822344867090415,3460.068255662918,9190.991385482877
cifar100,5000,20,2,64,0.0128,1562.5,1.3330078125,104.1412353515625,52.69176032873337,2776.42160654068,4116.543775682295
cifar100,5000,20,2,128,0.0256,781.25,1.7578125,68.66455078125,49.132353021235616,2413.9881134033203,1919.2325398920161
cifar100,5000,20,2,256,0.0512,390.625,2.373046875,46.34857177734375,46.901456995905534,2199.7466683387756,916.04408195128
cifar100,5000,20,2,512,0.1024,195.3125,3.28125,32.04345703125,45.8568628198199,2102.8518676757812,447.8209259748037
cifar100,5000,20,2,1024,0.2048,97.65625,4.55078125,22.220611572265625,44.97135588496292,2022.4228501319885,219.58669865704547
cifar100,5000,20,2,2048,0.4096,48.828125,6.30859375,15.401840209960938,44.08263896071973,1943.2790577411652,107.62363027519464
cifar100,5000,20,2,4096,0.8192,24.4140625,8.7109375,10.633468627929688,43.0412547740203,1852.5496125221252,52.54059420656775
cifar100,5000,20,2,5000,1.0,20.0,9.6484375,9.6484375,43.14912425331626,1861.846923828125,43.14912425331626
cifar100,5000,20,4,1,0.0002,100000.0,0.5096435546875,2548.2177734375,161.1634427637083,25973.65528345108,805817.2138185415
cifar100,5000,20,4,2,0.0004,50000.0,0.5413818359375,1353.45458984375,121.05665869398885,14654.714614152908,302641.64673497214
cifar100,5000,20,4,4,0.0008,25000.0,0.58013916015625,725.1739501953125,91.72805529754775,8414.036128669977,114660.06912193469
cifar100,5000,20,4,8,0.0016,12500.0,0.62896728515625,393.10455322265625,70.32068026164347,4944.998072460294,43950.42516352717
cifar100,5000,20,4,16,0.0032,6250.0,0.69366455078125,216.77017211914062,54.838997814657034,3007.3156813159585,17137.18681708032
cifar100,5000,20,4,32,0.0064,3125.0,0.7843017578125,122.54714965820312,43.84380113353317,1922.2788978368044,6850.593927114557
cifar100,5000,20,4,64,0.0128,1562.5,0.91796875,71.71630859375,36.285900885721155,1316.666603088379,2834.836006696965
cifar100,5000,20,4,128,0.0256,781.25,1.123046875,43.8690185546875,31.390114430233865,985.3392839431763,1226.1763449310104
cifar100,5000,20,4,256,0.0512,390.625,1.435546875,28.03802490234375,28.372486330856432,804.997980594635,554.1501236495396
cifar100,5000,20,4,512,0.1024,195.3125,1.8994140625,18.548965454101562,26.545118507306462,704.6433165669441,259.22967292291463
cifar100,5000,20,4,1024,0.2048,97.65625,2.568359375,12.540817260742188,25.380829608895382,644.1865116357803,123.92983207468448
cifar100,5000,20,4,2048,0.4096,48.828125,3.4912109375,8.52346420288086,24.395578062627404,595.1442290097475,59.559516754461434
cifar100,5000,20,4,4096,0.8192,24.4140625,4.7265625,5.7697296142578125,23.354223442405637,545.4197525978088,28.50857353809282
cifar100,5000,20,4,5000,1.0,20.0,5.185546875,5.185546875,23.19047062602321,537.7979278564453,23.19047062602321
cifar100,5000,20,8,1,0.0002,100000.0,0.4311370849609375,2155.6854248046875,136.33751722420894,18587.918602861464,681687.5861210447
cifar100,5000,20,8,2,0.0004,50000.0,0.4558563232421875,1139.6408081054688,101.93257267426486,10390.249371994287,254831.43168566213
cifar100,5000,20,8,4,0.0008,25000.0,0.48553466796875,606.9183349609375,76.76977168774249,5893.597844988108,95962.2146096781
cifar100,5000,20,8,8,0.0016,12500.0,0.521240234375,325.775146484375,58.27642983352113,3396.1422741413116,36422.7686459507
cifar100,5000,20,8,16,0.0032,6250.0,0.566253662109375,176.9542694091797,44.766282641925265,2004.020061576739,13989.463325601644
cifar100,5000,20,8,32,0.0064,3125.0,0.624237060546875,97.53704071044922,34.89591253643661,1217.724711750634,5452.48633381822
cifar100,5000,20,8,64,0.0128,1562.5,0.701904296875,54.836273193359375,27.745203469800085,769.7963155806065,2167.5940210781314
cifar100,5000,20,8,128,0.0256,781.25,0.8111572265625,31.685829162597656,22.67253373792435,514.0437860973179,885.6458491376699
cifar100,5000,20,8,256,0.0512,390.625,0.9698486328125,18.94235610961914,19.16831665804884,367.4243635032326,374.3811847275164
cifar100,5000,20,8,512,0.1024,195.3125,1.204833984375,11.76595687866211,16.83806681665262,283.52049412205815,164.43424625637323
cifar100,5000,20,8,1024,0.2048,97.65625,1.54541015625,7.545948028564453,15.271925040333437,233.23169443756342,74.5699464860031
cifar100,5000,20,8,2048,0.4096,48.828125,2.01904296875,4.929304122924805,14.108491648806199,199.04953660443425,34.44455968946826
cifar100,5000,20,8,4096,0.8192,24.4140625,2.63671875,3.2186508178710938,13.028182498862648,169.73353922367096,15.903543089431944
cifar100,5000,20,8,5000,1.0,20.0,2.85400390625,2.85400390625,12.763493484849874,162.90676593780518,12.763493484849874
sun397,8534,20,1,1,0.00011717834544176236,170680.0,0.76416015625,6521.3427734375,315.7008176330815,99667.00625419617,2694190.7776807174
sun397,8534,20,1,2,0.00023435669088352472,85340.0,0.810546875,3458.603515625,236.78514613268533,56067.20542907715,1010362.2185481683
sun397,8534,20,1,4,0.00046871338176704945,42670.0,0.869140625,1854.3115234375,179.5359282386214,32233.149528503418,383039.9028970988
sun397,8534,20,1,8,0.0009374267635340989,21335.0,0.95458984375,1018.3087158203125,139.43221707512043,19441.343158483505,148739.31756488472
sun397,8534,20,1,16,0.0018748535270681978,10667.5,1.08642578125,579.4723510742188,112.20995514913838,12591.074034571648,59849.98482767169
sun397,8534,20,1,32,0.0037497070541363956,5333.75,1.328125,354.1943359375,96.9963249218229,9408.287048339844,25867.707402588647
sun397,8534,20,1,64,0.007499414108272791,2666.875,1.7578125,234.393310546875,90.77659292964005,8240.389823913574,12104.491313461689
sun397,8534,20,1,128,0.014998828216545582,1333.4375,2.3828125,158.8665771484375,87.01140912104702,7570.985317230225,5801.213792492307
sun397,8534,20,1,256,0.029997656433091165,666.71875,3.30078125,110.03463745117188,85.2291344728287,7264.005362987518,2841.193099965313
sun397,8534,20,1,512,0.05999531286618233,333.359375,4.609375,76.82891845703125,84.15857603511105,7082.665920257568,1402.75251539773
sun397,8534,20,1,1024,0.11999062573236466,166.6796875,6.484375,54.040679931640625,83.7161912573347,7008.400678634644,697.689429873139
sun397,8534,20,1,2048,0.23998125146472932,83.33984375,9.0625,37.76336669921875,82.73215949214307,6844.610214233398,344.74426225876414
sun397,8534,20,1,4096,0.47996250292945863,41.669921875,12.65625,26.369247436523438,81.69893363667603,6674.715757369995,170.219409095555
sun397,8534,20,1,8192,0.9599250058589173,20.8349609375,17.5,18.2305908203125,79.8793264062071,6380.706787109375,83.21413226935685
sun397,8534,20,1,8534,1.0,20.0,18.125,18.125,81.05746418436738,6570.3125,81.05746418436738
sun397,8534,20,2,1,0.00011717834544176236,170680.0,0.59814453125,5104.5654296875,247.11405853068678,61065.35792350769,2108871.375500881
sun397,8534,20,2,2,0.00023435669088352472,85340.0,0.63232421875,2698.12744140625,184.72094231435392,34121.82652950287,788204.2608553482
sun397,8534,20,2,4,0.00046871338176704945,42670.0,0.673828125,1437.6123046875,139.19077582544807,19374.072074890137,296963.52022359346
sun397,8534,20,2,8,0.0009374267635340989,21335.0,0.728759765625,777.4044799804688,106.44633451898581,11330.822132527828,113551.62734812811
sun397,8534,20,2,16,0.0018748535270681978,10667.5,0.80322265625,428.41888427734375,82.95971964958771,6882.315084338188,44248.64046809885
sun397,8534,20,2,32,0.0037497070541363956,5333.75,0.91552734375,244.15969848632812,66.86327545162425,4470.697604119778,17831.59977200504
sun397,8534,20,2,64,0.007499414108272791,2666.875,1.10595703125,147.4724578857422,57.113606384898524,3261.9640342891216,7615.7424513863125
sun397,8534,20,2,128,0.014998828216545582,1333.4375,1.416015625,94.40841674804688,51.70759968258942,2673.6758649349213,3447.4426225876414
sun397,8534,20,2,256,0.029997656433091165,666.71875,1.875,62.5048828125,48.414182895808025,2343.93310546875,1613.9321751282253
sun397,8534,20,2,512,0.05999531286618233,333.359375,2.55859375,42.64656066894531,46.71514178220148,2182.304471731186,778.6465233775535
sun397,8534,20,2,1024,0.11999062573236466,166.6796875,3.53515625,29.461936950683594,45.640453667402355,2083.051010966301,380.3668277320427
sun397,8534,20,2,2048,0.23998125146472932,83.33984375,4.921875,20.509414672851562,44.9321211034915,2018.8955068588257,187.23179760605294
sun397,8534,20,2,4096,0.47996250292945863,41.669921875,6.796875,14.161262512207031,43.87535324932602,1925.0466227531433,91.41412710687213
sun397,8534,20,2,8192,0.9599250058589173,20.8349609375,9.2578125,9.644308090209961,42.25759008542653,1785.703919827938,44.02176193713745
sun397,8534,20,2,8534,1.0,20.0,9.6484375,9.6484375,43.14912425331626,1861.846923828125,43.14912425331626
sun397,8534,20,4,1,0.00011717834544176236,170680.0,0.48919677734375,4174.8052978515625,202.10399786974025,40846.025954931974,1724755.5178203634
sun397,8534,20,4,2,0.00023435669088352472,85340.0,0.51666259765625,2204.5993041992188,150.9327004527998,22780.680065974593,644029.8328320967
sun397,8534,20,4,4,0.00046871338176704945,42670.0,0.54962158203125,1172.6176452636719,113.53378046269563,12889.919306151569,242224.32061716114
sun397,8534,20,4,8,0.0009374267635340989,21335.0,0.5902099609375,629.6064758300781,86.20904981562754,7432.000270113349,91963.50389082068
sun397,8534,20,4,16,0.0018748535270681978,10667.5,0.64208984375,342.47467041015625,66.3173442791537,4397.9901522397995,35372.013504893606
sun397,8534,20,4,32,0.0037497070541363956,5333.75,0.711669921875,189.79347229003906,51.97505278439591,2701.4061119407415,13861.096889438586
sun397,8534,20,4,64,0.007499414108272791,2666.875,0.8099365234375,107.99997329711914,41.82657597834456,1749.4624580722302,5577.312490612382
sun397,8534,20,4,128,0.014998828216545582,1333.4375,0.95703125,63.80706787109375,34.94720530271561,1221.3071584701538,2329.9957035419925
sun397,8534,20,4,256,0.029997656433091165,666.71875,1.18408203125,39.47248458862305,30.57406081310793,934.773194603622,1019.2149803869652
sun397,8534,20,4,512,0.05999531286618233,333.359375,1.5283203125,25.473995208740234,27.904273621811186,778.6484863609076,465.1075607197982
sun397,8534,20,4,1024,0.11999062573236466,166.6796875,2.03125,16.92840576171875,26.224349068562677,687.7164840698242,218.55331538194716
sun397,8534,20,4,2048,0.23998125146472932,83.33984375,2.7587890625,11.49585247039795,25.185167086778467,634.2926411889493,104.94639449148801
sun397,8534,20,4,4096,0.47996250292945863,41.669921875,3.75,7.8131103515625,24.207091447904013,585.9832763671875,50.43538047275704
sun397,8534,20,4,8192,0.9599250058589173,20.8349609375,4.990234375,5.198566913604736,22.778089170519994,518.8413462601602,23.729029904933792
sun397,8534,20,4,8534,1.0,20.0,5.185546875,5.185546875,23.19047062602321,537.7979278564453,23.19047062602321
sun397,8534,20,8,1,0.00011717834544176236,170680.0,0.414276123046875,3535.4324340820312,171.15170125275884,29292.904841713607,1460608.618491044
sun397,8534,20,8,2,0.00023435669088352472,85340.0,0.436553955078125,1862.7757263183594,127.53055404473132,16264.042214956135,544172.8741088685
sun397,8534,20,8,4,0.00046871338176704945,42670.0,0.4621124267578125,985.916862487793,95.45726100257461,9112.08867811365,203658.06634899293
sun397,8534,20,8,8,0.0009374267635340989,21335.0,0.4931640625,526.082763671875,72.0340354198832,5188.902258872986,76842.3072841604
sun397,8534,20,8,16,0.0018748535270681978,10667.5,0.53070068359375,283.0624771118164,54.81267191133473,3004.4290020596236,29235.708880708164
sun397,8534,20,8,32,0.0037497070541363956,5333.75,0.578155517578125,154.1868495941162,42.22415844770072,1782.8795566165354,11260.655256021186
sun397,8534,20,8,64,0.007499414108272791,2666.875,0.63995361328125,85.33381462097168,33.04835336344708,1092.1936600352637,4406.791368807147
sun397,8534,20,8,128,0.014998828216545582,1333.4375,0.723876953125,48.26223373413086,26.433281561875454,698.7183741293848,1762.356444133165
sun397,8534,20,8,256,0.029997656433091165,666.71875,0.84228515625,28.078365325927734,21.74855872272626,472.9998065158725,725.0085942958824
sun397,8534,20,8,512,0.05999531286618233,333.359375,1.015625,16.92840576171875,18.543415058583793,343.8582420349121,309.08106271475407
sun397,8534,20,8,1024,0.11999062573236466,166.6796875,1.27197265625,10.600600242614746,16.421737818174467,269.67347296886146,136.8585063870126
sun397,8534,20,8,2048,0.23998125146472932,83.33984375,1.644287109375,6.851731538772583,15.010805338889645,225.32427692203782,62.54990857523644
sun397,8534,20,8,4096,0.47996250292945863,41.669921875,2.15087890625,4.4813477993011475,13.884405967189736,192.77672906173393,28.928105596679003
sun397,8534,20,8,8192,0.9599250058589173,20.8349609375,2.75634765625,2.8714197874069214,12.581439664147297,158.29262402257882,13.106690197001102
sun397,8534,20,8,8534,1.0,20.0,2.85400390625,2.85400390625,12.763493484849874,162.90676593780518,12.763493484849874
imagenet397,8471,20,1,1,0.00011804981702278361,169420.0,0.76416015625,6473.20068359375,314.53337011556044,98931.24091625214,2664412.1782489126
imagenet397,8471,20,1,2,0.00023609963404556722,84710.0,0.810546875,3433.0712890625,235.90952524227723,55653.30410003662,999194.7941636653
imagenet397,8471,20,1,4,0.00047219926809113444,42355.0,0.869140625,1840.62255859375,178.87201239798645,31995.19681930542,378806.20425583585
imagenet397,8471,20,1,8,0.0009443985361822689,21177.5,0.95458984375,1010.7913208007812,138.91660296646143,19297.822579741478,147095.31796611185
imagenet397,8471,20,1,16,0.0018887970723645378,10588.75,1.0888671875,576.4871215820312,112.04623248525556,12554.358214139938,59321.47721141249
imagenet397,8471,20,1,32,0.0037775941447290755,5294.375,1.337890625,354.16473388671875,97.34820770539753,9476.673543453217,25769.895858513202
imagenet397,8471,20,1,64,0.007555188289458151,2647.1875,1.7578125,232.6629638671875,90.44090514504933,8179.557323455811,11970.701679433014
imagenet397,8471,20,1,128,0.015110376578916302,1323.59375,2.40234375,158.98635864257812,87.40021567710873,7638.797700405121,5784.118960943657
imagenet397,8471,20,1,256,0.030220753157832604,661.796875,3.3203125,109.86862182617188,85.4164104147688,7295.963168144226,2826.4156743105727
imagenet397,8471,20,1,512,0.06044150631566521,330.8984375,4.609375,76.26174926757812,83.8473613812913,7030.380010604858,1387.2480434783565
imagenet397,8471,20,1,1024,0.12088301263133042,165.44921875,6.484375,53.64173889160156,83.4066125226566,6956.663012504578,689.9779440228751
imagenet397,8471,20,1,2048,0.24176602526266083,82.724609375,9.0625,37.484588623046875,82.42621966296433,6794.081687927246,340.9338411938334
imagenet397,8471,20,1,4096,0.48353205052532167,41.3623046875,12.734375,26.33615493774414,81.89926410357245,6707.489460706711,169.37711577669975
imagenet397,8471,20,1,8192,0.9670641010506433,20.68115234375,17.65625,18.257579803466797,80.29450708547387,6447.207868099213,83.02914667004994
imagenet397,8471,20,1,8471,1.0,20.0,18.125,18.125,81.05746418436738,6570.3125,81.05746418436738
imagenet397,8471,20,2,1,0.00011804981702278361,169420.0,0.5987548828125,5072.0526123046875,246.45146652025943,60738.32534998655,2087690.3728931178
imagenet397,8471,20,2,2,0.00023609963404556722,84710.0,0.63232421875,2678.209228515625,184.03785252334276,33869.931161403656,779492.3243626183
imagenet397,8471,20,2,4,0.00047219926809113444,42355.0,0.673828125,1426.99951171875,138.6760545557423,19231.048107147217,293681.21453542326
imagenet397,8471,20,2,8,0.0009443985361822689,21177.5,0.728759765625,771.6654968261719,106.05270073015022,11247.175332158804,112296.55348563782
imagenet397,8471,20,2,16,0.0018887970723645378,10588.75,0.804443359375,425.90248107910156,82.77855068137154,6852.288452908397,43826.06892636865
imagenet397,8471,20,2,32,0.0037775941447290755,5294.375,0.91796875,243.0035400390625,66.79366076136765,4461.393117904663,17681.534384673294
imagenet397,8471,20,2,64,0.007555188289458151,2647.1875,1.1083984375,146.70692443847656,57.02801518868388,3252.1945163607597,7548.192447864706
imagenet397,8471,20,2,128,0.015110376578916302,1323.59375,1.416015625,93.71147155761719,51.51638728935271,2653.9381593465805,3409.3384119383345
imagenet397,8471,20,2,256,0.030220753157832604,661.796875,1.884765625,62.366600036621094,48.486374147207,2350.9284779429436,1604.4065445351193
imagenet397,8471,20,2,512,0.06044150631566521,330.8984375,2.55859375,42.33173370361328,46.5423912752083,2166.194185614586,770.0402275240031
imagenet397,8471,20,2,1024,0.12088301263133042,165.44921875,3.544921875,29.325227737426758,45.597289677295706,2079.1128259152174,377.20179771130074
imagenet397,8471,20,2,2048,0.24176602526266083,82.724609375,4.921875,20.358009338378906,44.76596412729959,2003.9915442466736,185.16234478630608
imagenet397,8471,20,2,4096,0.48353205052532167,41.3623046875,6.8359375,14.137506484985352,43.96432888995454,1932.862214744091,90.92329834638791
imagenet397,8471,20,2,8192,0.9670641010506433,20.68115234375,9.3359375,9.653897285461426,42.456608835018265,1802.5636337697506,43.90257976580075
imagenet397,8471,20,2,8471,1.0,20.0,9.6484375,9.6484375,43.14912425331626,1861.846923828125,43.14912425331626
imagenet397,8471,20,4,1,0.00011804981702278361,169420.0,0.489501953125,4146.571044921875,201.48223868424878,40595.0925052166,1706756.0438942716
imagenet397,8471,20,4,2,0.00023609963404556722,84710.0,0.5169677734375,2189.6170043945312,150.46337942786806,22639.22854885459,637287.6435667352
imagenet397,8471,20,4,4,0.00047219926809113444,42355.0,0.5499267578125,1164.6073913574219,113.17674379956867,12808.975337073207,239680.04918153657
imagenet397,8471,20,4,8,0.0009443985361822689,21177.5,0.59051513671875,625.2817153930664,85.93466328008404,7384.766353061423,90994.06658069899
imagenet397,8471,20,4,16,0.0018887970723645378,10588.75,0.6427001953125,340.2695846557617,66.13491188731732,4373.826570343226,35014.30241234156
imagenet397,8471,20,4,32,0.0037775941447290755,5294.375,0.7122802734375,188.5539436340332,51.82726204023673,2686.0650905873626,13719.648023213918
imagenet397,8471,20,4,64,0.007555188289458151,2647.1875,0.8111572265625,107.3642635345459,41.73470935339255,1741.785964812152,5523.980045821692
imagenet397,8471,20,4,128,0.015110376578916302,1323.59375,0.95947265625,63.49760055541992,34.90679345640623,1218.4842294082046,2310.120682572009
imagenet397,8471,20,4,256,0.030220753157832604,661.796875,1.1865234375,39.26187515258789,30.523805486454147,931.7027013748884,1010.0279542021606
imagenet397,8471,20,4,512,0.06044150631566521,330.8984375,1.53076171875,25.326333045959473,27.84549554346909,775.3716220613569,460.7015483373568
imagenet397,8471,20,4,1024,0.12088301263133042,165.44921875,2.041015625,16.88422203063965,26.252984965715708,689.219219610095,217.17679262165797
imagenet397,8471,20,4,2048,0.24176602526266083,82.724609375,2.763671875,11.431183815002441,25.136444142908303,631.840824149549,103.9701261399298
imagenet397,8471,20,4,4096,0.48353205052532167,41.3623046875,3.76953125,7.795825004577637,24.2431870736035,587.7321194857359,50.13770451672248
imagenet397,8471,20,4,8192,0.9670641010506433,20.68115234375,5.029296875,5.20058274269104,22.87149952932469,523.1054907198995,23.65044830479852
imagenet397,8471,20,4,8471,1.0,20.0,5.185546875,5.185546875,23.19047062602321,537.7979278564453,23.19047062602321
imagenet397,8471,20,8,1,0.00011804981702278361,169420.0,0.414581298828125,3511.918182373047,170.6444022771521,29119.512028526515,1445528.7316897556
imagenet397,8471,20,8,2,0.00023609963404556722,84710.0,0.436859130859375,1850.3168487548828,127.1477731115662,16166.556207230315,538534.3930140387
imagenet397,8471,20,8,4,0.00047219926809113444,42355.0,0.46234130859375,979.1233062744141,95.15136895468731,9053.783013951033,201506.81160378907
imagenet397,8471,20,8,8,0.0009443985361822689,21177.5,0.49346923828125,522.5222396850586,71.81206745420977,5156.973032047972,76040.00292557637
imagenet397,8471,20,8,16,0.0018887970723645378,10588.75,0.531158447265625,281.21520042419434,54.65708173783276,2987.396584096132,28937.508712573836
imagenet397,8471,20,8,32,0.0037775941447290755,5294.375,0.57861328125,153.16978454589844,42.101323405436524,1772.5214324891567,11145.0097052329
imagenet397,8471,20,8,64,0.007555188289458151,2647.1875,0.640716552734375,84.80484247207642,32.965395894449834,1086.7173264778103,4363.279197216946
imagenet397,8471,20,8,128,0.015110376578916302,1323.59375,0.72479248046875,47.96653985977173,26.36884047676997,695.3157480893424,1745.0816224899877
imagenet397,8471,20,8,256,0.030220753157832604,661.796875,0.84381103515625,27.92157530784607,21.70738738941505,471.21066727413563,718.2940569364645
imagenet397,8471,20,8,512,0.06044150631566521,330.8984375,1.0174560546875,16.833730936050415,18.508150347273915,342.55162927729543,306.215901546401
imagenet397,8471,20,8,1024,0.12088301263133042,165.44921875,1.275634765625,10.55263876914978,16.408115603572316,269.22625766019337,135.73549538853624
imagenet397,8471,20,8,2048,0.24176602526266083,82.724609375,1.646728515625,6.8112486600875854,14.977501390805344,224.325547911576,61.95039759839457
imagenet397,8471,20,8,4096,0.48353205052532167,41.3623046875,2.1630859375,4.473510980606079,13.911569784464184,193.5317738680169,28.770729405321315
imagenet397,8471,20,8,8192,0.9670641010506433,20.68115234375,2.7734375,2.867894172668457,12.61263275015187,159.07850489020348,13.042188968083067
imagenet397,8471,20,8,8471,1.0,20.0,2.85400390625,2.85400390625,12.763493484849874,162.90676593780518,12.763493484849874
imagenet397-balanced,15086,20,1,1,6.628662335940607e-05,301720.0,0.73486328125,11086.1474609375,403.65338347562226,162936.05399131775,6089514.943113238
imagenet397-balanced,15086,20,1,2,0.00013257324671881213,150860.0,0.771484375,5819.306640625,299.64993397549506,89790.08293151855,2260259.4519771594
imagenet397-balanced,15086,20,1,4,0.00026514649343762427,75430.0,0.81787109375,3084.600830078125,224.62439113676655,50456.11709356308,847170.8911723151
imagenet397-balanced,15086,20,1,8,0.0005302929868752485,37715.0,0.87890625,1657.3974609375002,170.68667125186428,29133.939743041992,321872.3903132031
imagenet397-balanced,15086,20,1,16,0.001060585973750497,18857.5,0.9716796875,916.1724853515626,133.4335935409449,17804.52388525009,125811.19950991844
imagenet397-balanced,15086,20,1,32,0.002121171947500994,9428.75,1.11328125,524.842529296875,108.10155845951405,11685.946941375732,50963.128466257156
imagenet397-balanced,15086,20,1,64,0.004242343895001988,4714.375,1.396484375,329.17755126953125,95.88444158972423,9193.826138973236,22601.76071597781
imagenet397-balanced,15086,20,1,128,0.008484687790003977,2357.1875,1.85546875,218.68438720703128,90.08463204959504,8115.240931510925,10617.31843047024
imagenet397-balanced,15086,20,1,256,0.016969375580007953,1178.59375,2.51953125,148.47518920898438,86.49715360191905,7481.757581233978,5097.25023140059
imagenet397-balanced,15086,20,1,512,0.033938751160015906,589.296875,3.49609375,103.01185607910158,84.86920598356585,7202.78212428093,2500.657893492333
imagenet397-balanced,15086,20,1,1024,0.06787750232003181,294.6484375,4.8828125,71.93565368652344,83.81507131968901,7024.966180324554,1234.7989901648716
imagenet397-balanced,15086,20,1,2048,0.13575500464006363,147.32421875,6.875,50.6427001953125,83.44681705646698,6963.371276855469,614.6868565009087
imagenet397-balanced,15086,20,1,4096,0.27151000928012725,73.662109375,9.609375,35.39234161376953,82.47403017857398,6801.965653896332,303.7605515805584
imagenet397-balanced,15086,20,1,8192,0.5430200185602545,36.8310546875,13.4375,24.745864868164062,81.55029848700183,6650.451183319092,150.17917516783564
imagenet397-balanced,15086,20,1,15086,1.0,20.0,18.125,18.125,81.05746418436738,6570.3125,81.05746418436738
imagenet397-balanced,15086,20,2,1,6.628662335940607e-05,301720.0,0.574951171875,8673.71337890625,315.8151887325882,99739.23343420029,4764387.937219826
imagenet397-balanced,15086,20,2,2,0.00013257324671881213,150860.0,0.6036376953125,4553.2391357421875,234.45710815013024,54970.13556212187,1768509.9667764325
imagenet397-balanced,15086,20,2,4,0.00026514649343762427,75430.0,0.638427734375,2407.8302001953125,175.3411292007894,30744.51158940792,661299.0687807773
imagenet397-balanced,15086,20,2,8,0.0005302929868752485,37715.0,0.682373046875,1286.7849731445312,132.51923504137795,17561.347655951977,249898.1474792785
imagenet397-balanced,15086,20,2,16,0.001060585973750497,18857.5,0.73974609375,697.4880981445312,101.58386643946308,10319.281920790672,95780.88806910875
imagenet397-balanced,15086,20,2,32,0.002121171947500994,9428.75,0.8203125,386.72607421875,79.65377991753667,6344.724655151367,37551.7788698737
imagenet397-balanced,15086,20,2,64,0.004242343895001988,4714.375,0.9423828125,222.1372985839844,64.70523505879991,4186.767444014549,15252.237126516493
imagenet397-balanced,15086,20,2,128,0.008484687790003977,2357.1875,1.15234375,135.81451416015625,55.947297799222184,3130.100131034851,6593.9135515552025
imagenet397-balanced,15086,20,2,256,0.016969375580007953,1178.59375,1.484375,87.4737548828125,50.959563362370915,2596.877098083496,3003.0311440809674
imagenet397-balanced,15086,20,2,512,0.033938751160015906,589.296875,1.982421875,58.41175079345704,48.124158700178405,2315.9346505999565,1417.9708167009599
imagenet397-balanced,15086,20,2,1024,0.06787750232003181,294.6484375,2.705078125,39.852352142333984,46.433549511107714,2156.074520200491,684.0786405513389
imagenet397-balanced,15086,20,2,2048,0.13575500464006363,147.32421875,3.75,27.623291015625004,45.51644566716381,2071.746826171875,335.28373990958653
imagenet397-balanced,15086,20,2,4096,0.27151000928012725,73.662109375,5.1953125,19.134883880615234,44.589617942074554,1988.2340282201767,164.22826569192793
imagenet397-balanced,15086,20,2,8192,0.5430200185602545,36.8310546875,7.1875,13.236160278320314,43.61992709769865,1902.698040008545,80.32839602000512
imagenet397-balanced,15086,20,2,15086,1.0,20.0,9.6484375,9.6484375,43.14912425331626,1861.846923828125,43.14912425331626
